#ID x   y   F555    E_555   F555-F814   e_ff-14 F814    E_814
20452   1732.57 3096.92 19.317  0.009   1.011   0.017   18.306  0.008
16219   1732.57 2675.79 19.591  0.012   0.952   0.022   18.639  0.01
15588   1732.61 2619.33 20.87   0.022   0.216   0.049   20.654  0.027
17752   1732.78 2812.63 20.965  0.01    0.2 0.023   20.765  0.013
6111    1732.87 1627.78 21.038  0.01    0.298   0.022   20.74   0.012
21181   1732.94 3192.31 19.76   0.013   0.933   0.023   18.827  0.01
17455   1732.98 2785.07 19.541  0.013   0.961   0.025   18.58   0.012
12101   1733.2  2317.6  22.168  0.012   0.379   0.026   21.789  0.014
15486   1733.25 2611.74 21.825  0.055   0.405   0.137   21.42   0.082
13950   1733.26 2480.9  21.945  0.037   0.497   0.078   21.448  0.041
17063   1733.28 2751.31 20.768  0.01    0.237   0.023   20.531  0.013
17223   1733.41 2763.05 18.444  0.012   1.103   0.02    17.341  0.008
11115   1733.61 2227.25 21.832  0.034   0.427   0.116   21.405  0.082
11625   1733.69 2274.48 21.869  0.054   0.329   0.145   21.54   0.091
10649   1733.99 2184.29 22.361  0.023   0.476   0.059   21.885  0.036
14751   1734.01 2547.09 18.824  0.008   1.159   0.017   17.665  0.009
18986   1734.2  2934.04 20.836  0.01    0.246   0.02    20.59   0.01
13426   1734.35 2432.78 19.192  0.008   1.086   0.016   18.106  0.008
13145   1734.5  2408.91 19.674  0.014   0.897   0.024   18.777  0.01
14111   1734.54 2493.7  20.869  0.01    0.435   0.02    20.434  0.01
14207   1734.65 2501.5  21.814  0.011   0.262   0.031   21.552  0.02
13291   1734.92 2422.9  21.687  0.015   0.366   0.041   21.321  0.026
16614   1735.06 2710.52 21.382  0.01    0.234   0.02    21.148  0.01
16870   1735.27 2733.93 20.943  0.02    0.339   0.06    20.604  0.04
35513   1735.52 2369.76 21.693  0.046   -0.051  1.041   21.744  0.995
15415   1735.55 2605.04 22.063  0.025   0.36    0.069   21.703  0.044
4028    1735.78 1210.08 21.73   0.01    0.578   0.021   21.152  0.011
7786    1735.86 1877.53 19.476  0.009   0.979   0.018   18.497  0.009
11257   1735.91 2241.4  22.767  0.02    0.507   0.043   22.26   0.023
13620   1735.96 2449.23 16.88   0.013   1.603   0.028   15.277  0.015
10322   1736.09 2155.64 21.818  0.017   0.344   0.036   21.474  0.019
24748   1736.1  3878.88 21.345  0.01    0.282   0.023   21.063  0.013
6206    1736.32 1644.79 18.63   0.008   1.137   0.016   17.493  0.008
20536   1736.33 3108.52 22.983  0.041   0.767   0.094   22.216  0.053
17862   1736.61 2824.06 21.525  0.024   0.517   0.067   21.008  0.043
16952   1736.64 2740.97 19.493  0.009   1.07    0.018   18.423  0.009
9398    1736.89 2062.81 18.765  0.009   1.069   0.017   17.696  0.008
17632   1736.99 2801.64 19.436  0.012   0.92    0.021   18.516  0.009
12197   1737.01 2325.34 21.269  0.01    0.377   0.025   20.892  0.015
293 1737.19 37.23   18.506  0.01    0.908   0.019   17.598  0.009
8635    1737.64 1976.15 19.532  0.02    0.981   0.031   18.551  0.011
16781   1737.66 2725.8  22.54   0.049   0.414   0.15    22.126  0.101
21037   1737.69 3172.6  20.48   0.01    0.282   0.02    20.198  0.01
13198   1737.76 2413.48 21.43   0.048   -0.022  0.886   21.452  0.838
15351   1738.11 2599.07 21.805  0.042   0.411   0.135   21.394  0.093
9650    1738.25 2089.04 22.375  0.041   0.386   0.094   21.989  0.053
16484   1738.29 2698.77 22.552  0.026   0.446   0.055   22.106  0.029
14572   1738.5  2533.36 21.019  0.01    0.859   0.027   20.16   0.017
12337   1738.52 2339.42 21.093  0.031   0.227   0.069   20.866  0.038
11844   1738.66 2293.66 19.324  0.011   0.991   0.02    18.333  0.009
7582    1738.69 1850.11 19.32   0.009   0.988   0.018   18.332  0.009
10935   1738.75 2210.79 21.465  0.011   0.308   0.023   21.157  0.012
2483    1738.97 783.5   20.87   0.01    0.32    0.02    20.55   0.01
15184   1739.15 2585.53 19.379  0.009   0.996   0.018   18.383  0.009
12737   1739.16 2374.85 21.804  0.038   0.275   0.104   21.529  0.066
10608   1739.3  2180.33 21.281  0.015   0.27    0.038   21.011  0.023
15832   1739.68 2640.53 19.573  0.009   0.987   0.018   18.586  0.009
19867   1739.81 3030.26 19.476  0.009   0.99    0.018   18.486  0.009
3880    1739.84 1170.81 21.047  0.01    0.414   0.02    20.633  0.01
19359   1740.08 2973.26 22.323  0.012   0.469   0.049   21.854  0.037
17451   1740.1  2784.56 19.064  0.024   0.934   0.037   18.13   0.013
35000   1740.1  2225.52 19.548  0.01    0.97    0.019   18.578  0.009
6800    1740.13 1739.82 21.715  0.01    0.366   0.023   21.349  0.013
1418    1740.24 434.87  22.078  0.01    0.385   0.021   21.693  0.011
2577    1740.3  811.33  21.925  0.01    0.301   0.021   21.624  0.011
9928    1740.34 2117.71 22.242  0.012   0.35    0.029   21.892  0.017
17178   1740.47 2759.98 21.33   0.024   0.401   0.065   20.929  0.041
11502   1740.56 2264.2  19.243  0.009   0.915   0.017   18.328  0.008
3696    1740.62 1124.92 22.461  0.033   0.501   0.069   21.96   0.036
14275   1740.64 2508.57 20.754  0.01    0.279   0.02    20.475  0.01
22179   1740.73 3343.13 22.894  0.014   0.561   0.028   22.333  0.014
15119   1740.76 2579.77 20.651  0.024   0.406   0.099   20.245  0.075
39995   1740.78 3549.7  22.83   0.013   0.537   0.026   22.293  0.013
22673   1740.9  3428.53 22.223  0.011   0.444   0.025   21.779  0.014
12886   1741.03 2387.38 21.705  0.048   0.117   0.752   21.588  0.704
19006   1741.05 2935.96 21.977  0.012   0.368   0.026   21.609  0.014
16656   1741.1  2713.12 22.199  0.018   0.395   0.049   21.804  0.031
10827   1741.37 2199.6  19.446  0.009   0.991   0.018   18.455  0.009
19285   1741.41 2963.33 19.357  0.008   0.977   0.016   18.38   0.008
22630   1741.43 3420.65 21.526  0.01    0.369   0.02    21.157  0.01
10419   1741.58 2163.54 20.512  0.016   0.362   0.035   20.15   0.019
3476    1741.82 1067.56 20.938  0.01    0.371   0.02    20.567  0.01
22011   1742.01 3310.9  19.555  0.009   0.988   0.018   18.567  0.009
14199   1742.01 2500.59 22.85   0.048   0.612   0.085   22.238  0.037
37333   1742.26 2845.36 21.798  0.011   0.323   0.021   21.475  0.01
9174    1742.38 2039.57 22.067  0.03    0.476   0.077   21.591  0.047
7637    1742.81 1857.42 20.762  0.01    0.264   0.022   20.498  0.012
35970   1743.23 2492.73 20.576  0.01    0.973   0.02    19.603  0.01
16034   1743.26 2658.19 21.375  0.016   0.228   0.035   21.147  0.019
16200   1743.37 2674.31 19.345  0.008   0.973   0.017   18.372  0.009
21323   1743.77 3210.74 22.16   0.01    0.361   0.027   21.799  0.017
9301    1743.92 2052.77 21.32   0.011   0.22    0.025   21.1    0.014
16716   1743.93 2719.19 20.954  0.011   0.418   0.021   20.536  0.01
12591   1744.01 2360.99 17.941  0.008   1.31    0.02    16.631  0.012
19671   1744.14 3009.98 19.558  0.009   0.95    0.018   18.608  0.009
6753    1744.39 1733.68 22.387  0.02    0.407   0.035   21.98   0.015
14604   1744.57 2535.32 21.453  0.016   0.248   0.048   21.205  0.032
8548    1744.89 1967.26 22.464  0.045   0.524   0.106   21.94   0.061
17070   1744.89 2751.93 22.869  0.023   0.696   0.059   22.173  0.036
34220   1744.92 2027.84 21.902  0.039   0.521   0.075   21.381  0.036
17624   1744.96 2800.82 20.692  0.01    0.309   0.02    20.383  0.01
22900   1744.96 3472.1  22.435  0.012   0.441   0.025   21.994  0.013
15768   1745.62 2635.56 20.958  0.012   0.269   0.044   20.689  0.032
22933   1745.71 3478.77 22.254  0.01    0.429   0.021   21.825  0.011
18564   1745.81 2891.94 21.212  0.011   0.227   0.022   20.985  0.011
36927   1745.93 2741.85 21.211  0.014   0.283   0.028   20.928  0.014
13045   1746.03 2401.16 21.742  0.011   0.315   0.023   21.427  0.012
13833   1746.11 2470.57 21.253  0.026   0.148   0.066   21.105  0.04
14993   1746.33 2568.65 19.482  0.009   0.977   0.019   18.505  0.01
20800   1746.46 3141.17 20.618  0.01    0.245   0.02    20.373  0.01
16769   1746.67 2724.6  22.005  0.023   0.484   0.074   21.521  0.051
23056   1746.76 3504.78 21.453  0.01    0.394   0.021   21.059  0.011
9704    1746.81 2095.08 20.78   0.01    0.287   0.021   20.493  0.011
11177   1746.97 2233.87 21.111  0.027   0.293   0.072   20.818  0.045
5478    1746.98 1526.07 22.403  0.01    0.601   0.021   21.802  0.011
16416   1747.04 2693.47 19.451  0.009   0.967   0.018   18.484  0.009
10039   1747.16 2130.58 20.413  0.01    0.517   0.02    19.896  0.01
21437   1747.32 3226.6  22.782  0.012   0.529   0.028   22.253  0.016
12126   1747.92 2319.22 18.692  0.009   1.193   0.017   17.499  0.008
21198   1747.92 3194.33 21.22   0.01    0.274   0.02    20.946  0.01
8334    1747.94 1941.66 22.041  0.028   0.466   0.064   21.575  0.036
11424   1748.07 2256.2  21.352  0.012   0.298   0.042   21.054  0.03
21087   1748.29 3179.08 21.936  0.01    0.31    0.023   21.626  0.013
15447   1748.3  2607.58 20.882  0.01    0.251   0.02    20.631  0.01
25058   1748.33 3961.24 22.982  0.019   0.658   0.041   22.324  0.022
14492   1748.36 2526.55 22.007  0.014   0.38    0.036   21.627  0.022
1250    1748.45 382.34  22.8    0.013   0.54    0.027   22.26   0.014
2937    1748.53 922.64  21.279  0.01    0.121   0.02    21.158  0.01
20533   1748.84 3108.29 22.193  0.041   0.532   0.128   21.661  0.087
13419   1748.86 2432.42 22.337  0.016   0.515   0.065   21.822  0.049
20487   1748.91 3102.91 20.61   0.01    0.253   0.02    20.357  0.01
17530   1748.95 2791.02 21.051  0.013   0.303   0.029   20.748  0.016
16838   1749.23 2730.74 20.534  0.01    0.763   0.026   19.771  0.016
9222    1749.38 2044.19 19.585  0.029   0.885   0.05    18.7    0.021
4499    1749.57 1317.56 22.306  0.013   0.429   0.026   21.877  0.013
11522   1749.66 2265.58 20.667  0.011   0.396   0.022   20.271  0.011
18132   1749.75 2849.58 21.176  0.039   0.412   0.092   20.764  0.053
10515   1749.77 2171.74 22.374  0.013   0.565   0.026   21.809  0.013
9922    1749.77 2117.16 22.648  0.013   0.472   0.035   22.176  0.022
7777    1749.96 1876.88 20.292  0.01    0.281   0.02    20.011  0.01
15615   1750.03 2621.65 21.245  0.036   0.336   0.085   20.909  0.049
19707   1750.1  3013.06 21.594  0.02    0.443   0.107   21.151  0.087
15727   1750.17 2631.27 20.6    0.026   0.356   0.062   20.244  0.036
20230   1750.63 3070.55 21.576  0.053   0.337   0.138   21.239  0.085
2693    1750.74 848.71  22.93   0.014   0.387   0.031   22.543  0.017
24271   1750.78 3756.82 21.845  0.011   0.423   0.024   21.422  0.013
7144    1750.96 1791.42 22.812  0.012   0.517   0.025   22.295  0.013
15524   1751.11 2614.85 21.512  0.01    0.245   0.022   21.267  0.012
11121   1751.14 2228    20.98   0.011   0.225   0.026   20.755  0.015
25291   1751.3  4021.42 19.446  0.009   0.991   0.018   18.455  0.009
19188   1751.33 2953.93 21.926  0.018   0.357   0.051   21.569  0.033
19864   1751.38 3030.2  20.967  0.01    0.227   0.022   20.74   0.012
7631    1751.46 1856.73 21.797  0.023   0.399   0.057   21.398  0.034
3477    1751.65 1067.66 22.859  0.02    0.539   0.035   22.32   0.015
4742    1752.02 1370.46 21.333  0.01    0.266   0.02    21.067  0.01
6103    1752.03 1626.34 19.57   0.009   0.978   0.018   18.592  0.009
11600   1752.13 2271.78 21.372  0.033   0.419   0.082   20.953  0.049
21485   1752.27 3232.63 21.733  0.01    0.399   0.02    21.334  0.01
14072   1752.31 2491.18 21.026  0.012   0.309   0.03    20.717  0.018
11821   1752.47 2292.17 22.187  0.047   0.387   0.108   21.8    0.061
23898   1752.69 3674.97 21.053  0.01    0.233   0.02    20.82   0.01
10900   1752.83 2207.97 22.556  0.011   0.463   0.029   22.093  0.018
3935    1753.04 1186.21 21.305  0.01    1.084   0.02    20.221  0.01
13237   1753.13 2417.99 20.784  0.01    0.402   0.02    20.382  0.01
5681    1753.27 1560.39 20.953  0.01    0.369   0.02    20.584  0.01
11463   1753.28 2260.29 20.866  0.015   0.372   0.031   20.494  0.016
3984    1753.4  1198.93 22.804  0.014   0.547   0.027   22.257  0.013
21944   1753.44 3300.66 21.077  0.011   0.279   0.022   20.798  0.011
11385   1753.53 2253.02 21.24   0.01    0.351   0.023   20.889  0.013
8840    1753.56 2000.58 22.688  0.014   0.525   0.027   22.163  0.013
14422   1753.75 2520.24 22.133  0.039   0.523   0.079   21.61   0.04
8292    1753.88 1937.56 20.957  0.01    0.323   0.02    20.634  0.01
17491   1753.92 2788.29 21.298  0.01    0.248   0.03    21.05   0.02
15448   1753.94 2607.59 22.426  0.033   0.443   0.065   21.983  0.032
5627    1753.96 1551.98 22.415  0.011   0.447   0.023   21.968  0.012
21233   1754.08 3200.09 21.887  0.01    0.321   0.021   21.566  0.011
5424    1754.16 1516.62 21.418  0.01    0.277   0.02    21.141  0.01
9277    1754.21 2049.66 21.617  0.03    0.48    0.097   21.137  0.067
9162    1754.22 2037.9  20.846  0.011   0.265   0.025   20.581  0.014
12014   1754.48 2310.02 19.594  0.009   0.961   0.017   18.633  0.008
7668    1754.53 1861.52 22.494  0.028   0.491   0.066   22.003  0.038
8106    1754.62 1918.37 22.07   0.013   0.371   0.028   21.699  0.015
12999   1754.64 2397.01 20.425  0.029   0.333   0.063   20.092  0.034
20390   1754.72 3088.8  21.508  0.011   0.391   0.025   21.117  0.014
17064   1754.73 2751.34 22.12   0.012   0.385   0.024   21.735  0.012
24799   1754.73 3891.11 22.555  0.016   0.473   0.031   22.082  0.015
12442   1754.81 2347.29 20.538  0.037   0.796   0.073   19.742  0.036
21387   1755.04 3219.93 21.51   0.01    0.287   0.02    21.223  0.01
16300   1755.31 2682.95 19.337  0.016   0.985   0.029   18.352  0.013
21645   1755.59 3254.69 19.526  0.009   0.985   0.018   18.541  0.009
13777   1756.07 2464.66 21.361  0.014   0.261   0.044   21.1    0.03
18395   1756.35 2875.05 21.549  0.016   0.458   0.038   21.091  0.022
9902    1756.48 2115.44 21.783  0.029   0.328   0.062   21.455  0.033
6279    1756.55 1656.94 22.271  0.011   0.441   0.024   21.83   0.013
19573   1756.93 2999.12 19.524  0.009   0.989   0.018   18.535  0.009
12778   1756.99 2378.16 19.619  0.02    0.932   0.033   18.687  0.013
13846   1757.02 2471.57 19.341  0.009   1.025   0.018   18.316  0.009
19447   1757.17 2986.18 22.276  0.01    0.461   0.039   21.815  0.029
9814    1757.25 2106.76 19.429  0.011   1.029   0.06    18.4    0.049
20928   1757.49 3157.85 22.951  0.04    0.702   0.083   22.249  0.043
16879   1757.56 2734.64 20.751  0.017   0.246   0.058   20.505  0.041
7805    1757.68 1880.52 20.546  0.01    0.368   0.021   20.178  0.011
15557   1757.76 2616.71 21.247  0.01    0.274   0.02    20.973  0.01
12562   1757.9  2358.6  18.223  0.008   1.252   0.02    16.971  0.012
20622   1757.91 3118.08 20.457  0.009   0.524   0.019   19.933  0.01
12155   1758.05 2321.52 18.976  0.008   0.997   0.016   17.979  0.008
18047   1758.07 2841.41 21.479  0.024   0.266   0.049   21.213  0.025
10619   1758.1  2180.9  21.65   0.011   0.322   0.021   21.328  0.01
10134   1758.17 2138.99 22.02   0.011   0.361   0.024   21.659  0.013
23455   1758.52 3580.62 21.229  0.01    0.294   0.02    20.935  0.01
8376    1758.67 1946.84 21.927  0.017   0.406   0.044   21.521  0.027
35233   1759.31 2288.92 22.657  0.031   0.554   0.077   22.103  0.046
12651   1759.56 2366.52 20.544  0.018   0.329   0.044   20.215  0.026
11082   1759.56 2224.28 21.001  0.01    0.231   0.022   20.77   0.012
24381   1759.61 3786.39 22.753  0.013   0.523   0.026   22.23   0.013
1637    1759.83 511.4   22.414  0.011   0.463   0.023   21.951  0.012
7925    1759.97 1894.35 22.126  0.014   0.576   0.025   21.55   0.011
17453   1760.21 2784.67 21.766  0.016   0.311   0.042   21.455  0.026
16459   1760.32 2696.63 20.687  0.011   0.269   0.025   20.418  0.014
35073   1760.34 2248.03 21.921  0.01    0.294   0.024   21.627  0.014
36238   1760.45 2558.36 22.694  0.014   0.479   0.047   22.215  0.033
22059   1760.53 3319.4  19.759  0.009   0.967   0.018   18.792  0.009
10018   1760.88 2127.79 22.88   0.025   0.518   0.077   22.362  0.052
3816    1761.16 1157.04 22.598  0.012   0.637   0.025   21.961  0.013
20132   1761.2  3060.25 21.188  0.01    0.237   0.02    20.951  0.01
13487   1761.38 2437.74 21.467  0.03    0.276   0.107   21.191  0.077
19880   1761.71 3031.97 20.971  0.01    0.254   0.02    20.717  0.01
12976   1761.91 2395.31 19.608  0.009   0.953   0.017   18.655  0.008
18341   1762.06 2870.55 21.357  0.011   0.294   0.026   21.063  0.015
19367   1762.07 2974.81 22.371  0.01    0.42    0.026   21.951  0.016
1480    1762.16 457.65  19.574  0.009   0.988   0.018   18.586  0.009
13191   1762.18 2412.76 20.417  0.01    0.298   0.02    20.119  0.01
19174   1762.23 2952.3  20.171  0.009   0.22    0.019   19.951  0.01
17982   1762.23 2834.84 21.159  0.037   0.265   0.073   20.894  0.036
19240   1762.55 2959.29 21.586  0.019   0.263   0.032   21.323  0.013
18084   1762.6  2845.49 21.378  0.012   0.269   0.03    21.109  0.018
17927   1762.67 2829.96 21.006  0.017   0.2 0.037   20.806  0.02
15433   1762.81 2606.5  20.705  0.01    0.323   0.021   20.382  0.011
6663    1762.91 1720.95 19.956  0.011   0.949   0.02    19.007  0.009
17502   1763.95 2789.06 20.841  0.01    0.265   0.023   20.576  0.013
3592    1764.22 1095.37 19.565  0.009   1.12    0.018   18.445  0.009
17571   1764.61 2794.94 21.358  0.012   0.249   0.026   21.109  0.014
12300   1764.68 2335.87 19.328  0.017   0.932   0.027   18.396  0.01
10934   1764.99 2210.73 21.551  0.011   0.269   0.022   21.282  0.011
9778    1765.02 2103.1  17.434  0.008   1.379   0.021   16.055  0.013
7016    1765.1  1771.17 21.434  0.011   0.22    0.021   21.214  0.01
18410   1765.16 2876.53 21.897  0.012   0.356   0.026   21.541  0.014
20657   1765.44 3122.46 20.986  0.011   0.235   0.021   20.751  0.01
9579    1765.62 2082.04 22.44   0.011   0.477   0.032   21.963  0.021
36468   1765.69 2612.57 21.872  0.013   0.351   0.034   21.521  0.021
18190   1765.82 2857.18 21.54   0.016   0.347   0.032   21.193  0.016
14666   1765.88 2539.61 21.233  0.024   0.279   0.056   20.954  0.032
14589   1765.88 2534.31 21.893  0.056   0.44    0.121   21.453  0.065
19503   1766.08 2991.63 20.355  0.033   0.237   0.069   20.118  0.036
3444    1766.14 1060.26 20.598  0.011   0.819   0.021   19.779  0.01
8498    1766.15 1960.93 22.644  0.021   0.578   0.057   22.066  0.036
20253   1766.19 3073.31 22.203  0.012   0.377   0.028   21.826  0.016
9912    1766.35 2116.14 21.769  0.014   0.584   0.044   21.185  0.03
11716   1766.48 2281.72 21.49   0.01    0.37    0.02    21.12   0.01
8129    1766.58 1920.84 22.053  0.018   0.447   0.043   21.606  0.025
14244   1766.8  2505.54 21.235  0.018   0.329   0.053   20.906  0.035
18757   1766.91 2909.72 22.9    0.015   0.55    0.032   22.35   0.017
13488   1766.95 2437.84 21.629  0.023   0.367   0.083   21.262  0.06
15590   1766.98 2619.43 22.911  0.028   0.526   0.059   22.385  0.031
20532   1767.15 3108.29 21.157  0.01    0.277   0.02    20.88   0.01
9469    1767.32 2070.53 22.004  0.01    0.358   0.025   21.646  0.015
8420    1767.4  1952.31 19.963  0.009   1.027   0.018   18.936  0.009
5189    1767.58 1470.64 22.293  0.01    0.422   0.023   21.871  0.013
